0,11.9698,6.41136,-10.4165
1,2.58728,-15.1013,5.67505
2,-7.92941,-0.972338,-8.29781
3,9.66845,-12.7361,-7.18738
4,13.0526,-12.2553,-1.187
5,-10.6611,-2.85324,13.8824
6,4.55008,13.61,-8.38697
7,1.53166,-17.8204,-1.65882
8,-3.26446,10.5796,2.70446
9,17.8518,-1.5136,-7.07344
10,8.87626,6.1964,13.9919
11,-5.12064,11.8467,6.76846
12,-5.97109,-9.6871,12.2387
13,12.4028,-6.34647,7.4592
14,-1.55362,8.53003,15.0162
15,-5.75705,15.3142,2.10766
16,-5.13201,12.0127,-12.2669
17,2.22802,4.78742,5.99377
18,-9.03193,-0.890224,10.4973
19,13.5815,-12.6475,1.69226
20,5.63652,1.98739,-3.58549
21,-0.271891,-6.89656,-9.16286
22,13.8545,7.07472,-3.79019
23,-9.21036,-15.7791,4.15137
24,-0.942484,-4.09686,5.86203
25,1.13103,7.50281,14.9333
26,0.263148,-8.60328,0.181408
27,8.67722,6.0912,4.20361
28,-1.09487,-9.24709,-1.92763
29,-5.16466,-0.848817,-18.4062
30,-16.4022,5.52873,-5.28983
31,-13.3145,-7.98093,7.96032
32,14.9655,-5.39389,1.57956
33,-7.66714,-4.71331,17.091
34,0.236847,8.20201,-11.6933
35,5.45504,-11.9379,9.18097
36,-6.82617,-14.5283,8.74393
37,-4.6267,-11.8925,-3.02794
38,4.13081,11.4722,-8.2627
39,1.97962,-1.47323,7.1122
40,-10.2607,5.26061,8.62683
41,-7.90107,7.74054,-2.51639
42,-8.32805,11.601,13.1532
43,3.58454,-8.2149,11.9407
44,-5.22712,4.91111,3.25578
45,-3.87387,13.585,11.2841
46,6.58302,-7.31066,-10.2355
47,-17.3849,5.56817,2.98821
48,10.5206,8.63915,4.80404
49,-11.9069,-10.2505,0.315276
50,-1.73473,-9.11006,-15.1198
51,-7.55171,3.39194,16.3759
52,-1.43206,18.9869,1.83226
53,7.59999,9.10867,-5.72404
54,4.87179,10.7263,4.26972
55,-13.0973,-3.17491,-13.3224
56,3.57643,17.0132,0.0489324
57,-6.57693,-8.15784,13.8608
58,5.59685,15.4718,1.55936
59,6.74495,2.34288,-9.52371
60,11.8147,0.381396,5.70499
61,8.35687,-8.76748,-4.22516
62,13.9436,-4.90989,6.01775
63,-0.937536,2.74883,-1.89357
64,3.82638,4.56017,4.13087
65,-4.0099,-1.94948,3.96944
66,-0.393199,-15.7752,5.95803
67,8.19231,7.16905,-4.00811
68,7.99656,-9.04407,-11.1365
69,-11.407,-2.4108,4.28102
70,-4.772,8.98489,-4.70994
71,-3.61379,7.95435,3.2343
72,-12.4592,-1.91691,14.9577
73,-3.18879,-10.4119,-2.58134
74,-17.8042,-3.32509,-7.31009
75,7.40964,-14.8034,-2.59439
76,5.543,-8.76161,-10.1916
77,17.7686,-6.13993,0.574344
78,-10.9039,-0.582306,13.9668
79,0.745926,8.90772,-7.8335
80,7.99683,-1.22866,-16.6346
81,8.09523,-4.66946,-7.28052
82,-7.59974,7.85739,-4.8448
83,3.41829,16.8537,9.10575
84,-5.59491,12.0121,10.8146
85,-4.70066,5.13778,-12.2413
86,6.95976,12.6312,12.8805
87,-7.13854,-2.43307,4.22574
88,-6.38499,-10.3548,-9.00036
89,8.94312,11.6449,12.5191
90,-8.12006,-3.74965,14.2485
91,-11.197,1.5849,-14.2547
92,-5.23528,-1.95412,-6.60558
93,-6.1434,-11.4584,14.2306
94,17.9552,5.61317,0.278341
95,-9.25963,-7.50456,-6.0351
96,8.73803,-15.1715,-2.24304
97,-12.0276,-3.61542,-8.54473
98,-0.221287,-13.4853,7.1454
99,5.36948,1.89675,2.19091
100,11.0607,9.48706,-0.884361
101,-8.2139,9.38994,-8.25202
102,3.14729,12.7946,10.787
103,8.63202,13.3128,5.65539
104,15.3745,1.03001,1.68977
105,6.81356,-4.2207,-9.199
106,-4.78276,-14.8025,8.33026
107,9.06604,9.03546,-8.83849
108,7.17799,13.3216,-1.43824
109,3.13768,-4.86118,7.56381
110,12.044,14.2791,-1.53185
111,-0.524697,10.5302,15.5499
112,-12.4648,-7.49626,-7.00956
113,-4.06113,12.9708,8.69841
114,-11.8418,9.16918,-0.942419
115,13.9101,5.91184,6.8821
116,-16.3027,-6.15133,-8.4591
117,12.4345,0.300326,-1.00643
118,2.05861,-1.38265,4.48662
119,2.16851,-4.15765,8.75701
120,-10.4951,12.6848,-3.2149
121,-12.0438,4.1448,9.36028
122,0.718929,9.21134,4.56242
123,12.0917,4.2678,2.11835
124,-3.51786,-3.00508,-7.67648
125,-0.496187,-9.12625,-15.6117
126,-10.0601,-6.09304,-5.11308
127,2.13911,-7.68392,-13.2506
128,10.8807,-10.5272,-0.505199
129,-0.545525,-0.62847,18.6477
130,-10.3367,4.94867,-6.64789
131,-0.230602,5.50798,9.23567
132,-5.80876,-3.44452,-17.3684
133,-15.5636,-4.51657,8.91475
134,1.55123,-6.19305,-8.43843
135,-3.27657,-9.17333,-15.5011
136,-6.21369,5.71375,15.7885
137,-14.4426,12.4661,-3.36491
138,12.7329,-11.5218,7.66085
139,-0.298884,-15.3023,-8.81768
140,-9.09996,-1.51427,-9.63799
141,1.16458,-10.825,15.0923
142,-12.429,14.2375,2.7313
143,-7.27759,-5.70201,-0.936275
144,-11.0006,8.27937,8.75821
145,-1.27474,-4.27799,-3.55606
146,1.73018,-3.0167,-18.6215
147,-7.40422,0.948296,3.62669
148,-5.06738,-6.48932,-16.3785
149,9.92108,7.89644,-0.817059
150,15.5915,-9.19721,-5.89227
151,-9.21645,7.59622,4.59174
152,-9.32557,-0.487926,-7.08519
153,-12.5437,-6.86425,0.576986
154,-0.568909,-8.34378,2.42423
155,-3.14197,-10.1969,-3.96152
156,12.0769,9.5267,-9.21248
157,8.41236,-2.1253,-13.5636
158,-15.5413,-2.95294,2.94257
159,15.0806,3.11153,8.65676
160,12.3188,12.0437,-0.322161
161,4.55567,5.89141,-11.4427
162,-7.95314,-5.17633,-11.9839
163,-15.028,8.30751,5.66003
164,8.62847,8.6965,12.2632
165,-5.89507,-6.4158,-11.8979
166,-9.66414,-9.2783,8.9422
167,4.03474,-17.7114,-0.573583
168,-1.51408,2.97524,-13.4011
169,-16.9516,-7.45499,4.55747
170,-3.90927,-9.84898,3.51403
171,12.0272,-6.33279,-8.59404
172,8.58287,10.9234,-2.4919
173,-2.34069,12.5251,-6.72827
174,7.65766,2.09305,16.2692
175,3.28273,-1.43689,-6.73166
176,-8.09829,-7.98829,-1.80368
177,7.79296,-6.99911,-12.7942
178,6.39947,-2.44088,-3.27759
179,6.464,14.6028,-8.58811
180,4.21734,0.611708,-0.516098
181,12.1625,6.30764,3.06536
182,10.4187,2.65571,7.50494
183,-4.7785,-5.24819,7.14482
184,10.7465,5.867,11.5613
185,18.5216,-0.434878,-4.15122
186,5.49744,1.50945,15.7485
187,17.2915,2.5009,7.65275
188,5.98588,9.38109,-4.78814
189,-10.4159,-8.36797,-10.5882
190,-11.1362,-11.0238,1.43759
191,-4.96863,12.9891,3.63145
192,-1.19543,-0.985489,3.02625
193,1.82916,9.48022,6.41379
194,3.37397,2.16042,9.59175
195,9.56575,-8.1624,-3.43169
196,-9.03802,-10.3938,-8.59479
197,-12.7272,-0.40438,-6.43824
198,9.13775,3.52985,0.471767
199,-11.5813,9.983,-2.58408
200,-8.4511,2.69154,-8.0799
201,-10.7657,-8.42798,3.56836
202,2.46311,14.6901,-4.96287
203,-3.04773,-12.2194,-4.14275
204,-3.1098,-2.57902,-13.2445
205,-7.30067,10.6841,-9.65792
206,-6.64919,-10.1622,-4.79982
207,1.42966,-4.39761,-17.5042
208,-1.66191,5.66126,2.20787
209,19.2748,-2.65077,1.00973
210,2.13482,-9.48375,-3.9799
211,9.18251,3.27168,-11.6462
212,-11.7407,-8.49098,-0.193364
213,-11.6272,13.0268,-1.27137
214,-11.8995,-5.92804,-7.96506
215,-8.87334,7.41762,-8.04105
216,-6.36074,7.33115,13.5815
217,-14.9626,-9.4131,-8.46129
218,-6.57298,-0.854001,14.6541
219,13.7582,1.14498,2.82864
220,11.3836,5.16908,9.29202
221,9.53873,-6.56003,0.213681
222,-11.441,6.44221,5.67132
223,12.7053,11.1372,-8.29288
224,-9.28916,-6.51522,-8.77883
225,-15.6823,3.93226,-7.09576
226,4.78637,-4.10302,-15.6893
227,11.5201,-8.29879,7.23092
228,-12.1673,-12.1945,-3.32089
229,9.26222,4.84178,2.24771
230,-12.2432,-1.46794,9.32999
231,-15.9048,5.10074,1.09393
232,5.19556,3.23684,9.96418
233,-13.1693,-10.0871,4.50949
234,-10.8476,10.8283,-12.1141
235,-8.78768,-6.55774,-4.6472
236,-11.3868,10.5598,-8.7787
237,-12.1838,-2.93258,13.4427
238,-1.64408,1.61894,-11.5752
239,-6.2003,-12.1087,0.757854
240,-2.65669,-13.6747,-10.3841
241,-1.9303,11.0094,5.02255
242,14.3512,-1.45883,-6.79982
243,-0.793503,-12.3134,-2.78559
244,-2.86062,-14.3078,4.69456
245,-4.91422,-7.70091,3.70424
246,9.18394,-3.06395,9.99192
247,0.106578,4.01738,0.338262
248,17.033,-7.19418,2.89935
249,-2.65319,3.67861,18.1104
250,-10.8214,7.56218,3.35452
251,-10.535,-12.4657,-7.49845
252,-4.38407,-5.96763,17.6207
253,-1.69757,-4.26565,-12.6239
254,13.7632,-11.1492,-0.803334
255,4.92672,-4.48712,-13.1787
